,codimap_category,codimap_title,codimap_date,views,comment_numbers,codimap_explain,codimap_hashtag,codimap_imgurl
109,걸리시,워너비 스타일,22.10.21,"6,834",4,카키 컬러가 돋보이는 크롭 니트와 셔츠를 레이어드하고 미니스커트와 베레를 더해 완성한 걸리시 룩,"#레이어드룩,#크롭,#셔링,#짧치,#A라인,#뉴트럴톤,#핀턱,#가을,#걸리시,#셰르뚜아 서울,#엠엠지엘,#어반드레스,#헤인트,#뚜오미오,#파인드카푸어,#언더컨트롤 스튜디오,#부츠,#트러커 재킷,#미니스커트,#셔츠/블라우스,#토트백,#헌팅캡/베레모",https://image.msscdn.net/images/codimap/detail/19351/detail_19351_1_500.jpg?202307132307
110,캐주얼,티셔츠에 주목!,21.05.18,"4,132",4,옐로 컬러가 돋보이는 반팔 티셔츠와 데님 팬츠를 연출하고 볼캡으로 마무리한 캐주얼 룩,"#봄,#캐주얼,#리,#아카이브앱크,#라이프 아카이브,#리올그,#벤시몽,#데님 팬츠,#숄더백,#캡/야구 모자,#반소매 티셔츠,#샌들",https://image.msscdn.net/images/codimap/detail/3207/detail_3207_1_500.jpg?202307132307
111,캐주얼,지금 입기 좋아,22.04.14,"6,079",4,깔끔한 디자인의 반팔 티셔츠와 카고 팬츠를 코디하고 에코백으로 완성한 캐주얼 룩,"#캠퍼스,#와이드핏,#오버핏,#카고,#로고플레이,#봄,#캐주얼,#낫포너드,#파르티멘토,#리,#카시오,#커먼프로젝트,#트레이닝/조거 팬츠,#안경 소품,#셔츠/블라우스,#반소매 티셔츠,#에코백,#디지털",https://image.msscdn.net/images/codimap/detail/14701/detail_14701_1_500.jpg?202307132307
112,캐주얼,봄 추천 룩!,21.03.04,"19,723",4,아이보리 컬러가 돋보이는 카디건과 데님 스커트를 매치하고 컨버스 소재의 스니커즈로 마무리한 캐주얼 룩,"#봄,#캐주얼,#컨버스,#리,#백투베이직스,#후아유,#밀리언코르,#캔버스/단화,#긴소매 티셔츠,#메신저/크로스 백,#크로스백",https://image.msscdn.net/images/codimap/detail/2112/detail_2112_1_500.jpg?202307132307
113,시크,컬러에 주목!,21.08.19,973,4,"감각적인 디자인의 원피스와 크로스 백, 선글라스로 완성한 시크 룩","#럭셔리,#컬러블록,#플리츠,#여름,#시크,#막스마라,#페라가모,#앤더슨벨 포 우먼,#구찌,#발렌시아가,#선글라스,#귀걸이,#숄더백,#구두",https://image.msscdn.net/images/codimap/detail/5717/detail_5717_1_500.jpg?202307132307
114,걸리시,하이틴 무드,21.07.30,"3,903",4,뒷면 리본 디테일이 매력적인 크롭 티셔츠와 미니스커트를 연출하고 크로스 백으로 완성한 걸리시 룩,"#크롭,#체크,#짧치,#하이틴룩,#여름,#걸리시,#아파트먼트,#스칼렛또,#오아이오아이,#세인트스코트,#레이첼콕스,#미니스커트,#반지,#반소매 티셔츠,#메신저/크로스 백,#크로스백,#플랫 슈즈",https://image.msscdn.net/images/codimap/detail/5029/detail_5029_1_500.jpg?202307132307
115,캐주얼,숏 패딩 활용법,20.11.26,"8,854",4,자수 디테일이 돋보이는 스웨트셔츠와 코튼 팬츠를 스타일링하고 스니커즈로 포인트를 준 캐주얼 룩,"#가을,#캐주얼,#디스이즈네버댓,#비슬로우,#엘엠씨,#커버낫,#숏패딩/숏헤비 아우터,#백팩,#셔츠/블라우스,#맨투맨/스웨트셔츠",https://image.msscdn.net/images/codimap/detail/762/detail_762_1_500.jpg?202307132307
116,캐주얼,블랙으로 완성,21.05.17,"3,618",4,로고 디테일이 돋보이는 스웨트셔츠에 숏 팬츠를 매치한 이지 캐주얼 룩,"#봄,#캐주얼,#아임낫어휴먼비잉,#컨버스,#에이소프,#뉴발란스,#양말,#백팩,#맨투맨/스웨트셔츠,#숏 팬츠",https://image.msscdn.net/images/codimap/detail/3179/detail_3179_1_500.jpg?202307132307
117,캐주얼,가볍게 입자,21.09.17,"9,566",4,프린팅이 돋보이는 스웨트셔츠와 트레이닝 팬츠를 코디하고 스타디움 재킷으로 마무리한 이지 캐주얼 룩,"#그래픽,#편안한,#원마일웨어,#에코,#가을,#캐주얼,#언폴드,#크럼프,#비바스튜디오,#어나더브릿지,#나이키,#에코백,#잡지/무크지,#트레이닝/조거 팬츠,#안경 소품,#맨투맨/스웨트셔츠,#안경,#패션스니커즈화",https://image.msscdn.net/images/codimap/detail/6865/detail_6865_1_500.jpg?202307132307
118,캐주얼,체크 아이템,21.05.24,"7,466",4,로고 프린팅이 돋보이는 반팔 티셔츠와 퍼티그 스커트를 코디하고 체크 패턴 호보 백으로 포인트를 준 캐주얼 룩,"#체크,#피크닉,#편안한,#봄,#캐주얼,#펀프롬펀,#치키타,#와릿이즌,#리,#컨버스,#숄더백,#기타 컬처,#롱스커트,#캡/야구 모자,#반소매 티셔츠",https://image.msscdn.net/images/codimap/detail/3259/detail_3259_1_500.jpg?202307132307
119,캐주얼,귀여운 포인트,21.06.01,"3,405",4,그래픽 디테일이 돋보이는 반팔 티셔츠와 데님 팬츠로 완성한 캐주얼 룩,"#캠퍼스,#그래픽,#여름,#캐주얼,#이피티,#잇터,#엘엠씨,#노스페이스,#트래블,#캔버스/단화,#캡/야구 모자,#데님 팬츠,#백팩",https://image.msscdn.net/images/codimap/detail/3378/detail_3378_1_500.jpg?202307132307
120,댄디,체크의 매력,21.06.21,"1,379",4,자수 디테일의 티셔츠와 체크 팬츠를 매치하고 슬리퍼로 완성한 댄디 룩,"#체크,#럭셔리,#남친룩,#그래픽,#여름,#댄디,#앤더슨벨,#보테가베네타,#키링/키케이스,#슬리퍼,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/3804/detail_3804_1_500.jpg?202307132307
121,캐주얼,꾸안꾸의 정석,22.11.16,"1,810",4,체크 패턴이 돋보이는 조거 팬츠와 후드 티셔츠를 코디하고 플리스로 완성한 캐주얼 룩,"#겨울,#캐주얼,#로드,#에이치유엠,#엘리오티,#우알롱,#캘빈클라인 진,#코닥,#레터링,#편안한,#꾸안꾸,#체크,#플리스,#로고플레이,#셀럽템,#패션스니커즈화,#트레이닝/조거 팬츠,#캡/야구 모자,#후드 티셔츠,#메신저/크로스 백,#플리스/뽀글이",https://image.msscdn.net/images/codimap/detail/19796/detail_19796_1_500.jpg?202307132307
122,캐주얼,블랙으로 완성,21.05.17,"3,618",4,로고 디테일이 돋보이는 스웨트셔츠에 숏 팬츠를 매치한 이지 캐주얼 룩,"#봄,#캐주얼,#아임낫어휴먼비잉,#컨버스,#에이소프,#뉴발란스,#양말,#백팩,#맨투맨/스웨트셔츠,#숏 팬츠",https://image.msscdn.net/images/codimap/detail/3179/detail_3179_1_500.jpg?202307132307
123,캐주얼,어울리는 조합,21.07.02,"2,059",4,그래픽 티셔츠에 숏 팬츠와 스니커즈를 더해 완성한 캐주얼 룩,"#레터링,#그래픽,#캠퍼스,#여름,#캐주얼,#베이크솔,#커버낫,#리복,#누깍,#캔버스/단화,#버킷/사파리햇,#토트백",https://image.msscdn.net/images/codimap/detail/4027/detail_4027_1_500.jpg?202307132307
124,로맨틱,단아한 무드,21.03.17,"1,436",3,모노 톤 레더 재킷에 브이넥 카디건과 스커트를 더하고 숄더백과 플랫 슈즈로 완성한 로맨틱 룩,"#봄,#로맨틱,#언에디트,#아워덴티티,#플라스크,#닉앤니콜,#세컨데일리,#귀걸이,#미디스커트,#숄더백,#레더/라이더스 재킷,#카디건",https://image.msscdn.net/images/codimap/detail/2298/detail_2298_1_500.jpg?202307132307
125,댄디,톤온톤의 멋,21.07.05,"1,205",3,스트라이프 패턴이 매력적인 니트와 하프 팬츠를 매치하고 크로스 백으로 완성한 댄디 룩,"#톤온톤,#스트라이프,#데이트,#레더,#여름,#댄디,#콘스페로,#닥터마틴,#토마스모어,#미나브,#로파이,#메신저/크로스 백,#슬리퍼,#벨트,#피케/카라 티셔츠,#숏 팬츠",https://image.msscdn.net/images/codimap/detail/4088/detail_4088_2_500.jpg?202307132307
126,캐주얼,데이트 가자,20.11.09,"5,499",3,"심플한 디자인의 코트와 니트, 데님 팬츠를 매치하고 뉴스보이캡으로 포인트를 준 캐주얼 룩","#데이트,#가을,#캐주얼,#유니버셜 케미스트리,#클레망,#파르티멘토,#유니폼브릿지,#로파이,#노스페이스,#헌팅캡/베레모,#구두,#로퍼,#반소매 티셔츠,#맨투맨/스웨트셔츠,#겨울 싱글 코트,#양말",https://image.msscdn.net/images/codimap/detail/487/detail_487_1_500.jpg?202307132307
127,캐주얼,돋보이는 센스,21.07.12,"1,053",3,그래픽이 돋보이는 반팔 티셔츠에 데님 팬츠를 코디하고 크로스 백으로 마무리한 캐주얼 룩,"#그래픽,#와이드핏,#남친룩,#캠퍼스,#여름,#캐주얼,#핍스,#토마스모어,#컨버스,#본챔스,#지샥,#메신저/크로스 백,#기타 컬처,#데님 팬츠,#반소매 티셔츠,#디지털",https://image.msscdn.net/images/codimap/detail/4327/detail_4327_1_500.jpg?202307132307
128,캐주얼,봄 소풍 가는 날,21.03.17,"3,560",3,귀여운 플라워 패턴이 돋보이는 베스트에 데님 재킷을 매치하고 스니커즈를 더해 완성한 캐주얼 룩,"#봄,#캐주얼,#리복,#로얄라이프,#키르시,#스파오,#로씨로씨,#타게토,#펀프롬펀,#패션스니커즈화,#셔츠/블라우스,#반소매 티셔츠,#양말,#베스트,#롱스커트,#메신저/크로스 백,#크로스백",https://image.msscdn.net/images/codimap/detail/2291/detail_2291_1_500.jpg?202307132307
129,로맨틱,데이트 가는 날,20.11.04,882,3,플로럴 패턴이 돋보이는 원피스와 트렌치코트를 연출하고 부츠로 마무리한 로맨틱 룩,"#가을,#로맨틱,#모노슬롯,#에트몽,#빈폴 액세서리,#렉켄,#아르댓,#목걸이/펜던트,#맥시 원피스,#장갑,#부츠",https://image.msscdn.net/images/codimap/detail/439/detail_439_1_500.jpg?202307132307
130,캐주얼,눈에 띄는 디테일,20.11.05,"3,256",3,화사한 체크 셔츠와 레터링이 인상적인 니트를 레이어드한 후 그린 컬러의 스니커즈로 마무리한 이지 캐주얼 룩,"#가을,#캐주얼,#아조바이아조,#86로드,#커버낫,#메리제임스,#컨버스,#반소매 티셔츠,#니트/스웨터,#데님 팬츠,#안경,#셔츠/블라우스",https://image.msscdn.net/images/codimap/detail/442/detail_442_1_500.jpg?202307132307
131,스트릿,시크한 매력,21.02.26,"2,111",3,"패치워크가 돋보이는 티셔츠와 스타디움 재킷을 연출하고 비니, 스니커즈로 포인트를 준 스트릿 룩","#봄,#스트릿,#드네이지,#셉텐벌5,#플레어업,#트레이닝/조거 팬츠,#안경 소품,#액자/포스터,#목걸이/펜던트,#비니",https://image.msscdn.net/images/codimap/detail/2037/detail_2037_1_500.jpg?202307132307
132,댄디,화사한 코디,21.07.15,"2,469",3,화사한 스트라이프 셔츠에 린넨 슬랙스를 매치하고 토트백으로 마무리한 댄디 룩,"#루즈핏,#데이트,#린넨,#와이드핏,#화사한,#여름,#댄디,#내셔널 퍼블리시티,#커스텀에이드,#다이아몬드 레이라,#애습,#토트백,#캔버스/단화,#안경,#셔츠/블라우스,#슈트 팬츠/슬랙스",https://image.msscdn.net/images/codimap/detail/4500/detail_4500_1_500.jpg?202307132307
133,로맨틱,분위기 있어 보여!,21.07.12,"1,775",3,셔링 디테일이 돋보이는 블라우스에 롱스커트를 매치하고 샌들로 마무리한 로맨틱 룩,"#데이트,#셔링,#화사한,#여름,#로맨틱,#세스띠,#제이에스티나,#무신사 스탠다드,#오에스티,#샌들,#토트백,#피케/카라 티셔츠,#셔츠/블라우스,#롱스커트,#목걸이/펜던트",https://image.msscdn.net/images/codimap/detail/4344/detail_4344_1_500.jpg?202307132307
134,캐주얼,깜찍한 포인트,21.07.13,"2,285",3,프린팅이 돋보이는 반팔 티셔츠와 데님 숏 팬츠를 매치하고 에코백으로 완성한 캐주얼 룩,"#그래픽,#캠퍼스,#에코,#로고플레이,#키높이,#캐릭터,#여름,#캐주얼,#컨버스,#이벳필드,#어피스오브케이크,#예일,#유니폼브릿지,#캔버스/단화,#양말,#에코백,#반소매 티셔츠,#숏 팬츠",https://image.msscdn.net/images/codimap/detail/4380/detail_4380_1_500.jpg?202307132307
135,스트릿,편하고 멋있게,21.06.14,"2,407",3,그래픽이 돋보이는 티셔츠와 숏 팬츠를 매치하고 배색이 유니크한 스니커즈로 포인트를 준 스트릿 룩,"#올블랙,#편안한,#그래픽,#오버핏,#여름,#스트릿,#디스이즈네버댓,#토트백,#잡지/무크지,#숏 팬츠,#반소매 티셔츠",https://image.msscdn.net/images/codimap/detail/3700/detail_3700_1_500.jpg?202307132307
136,캐주얼,베스트 더하기,21.07.01,"3,775",3,반팔 티셔츠에 그린 컬러가 돋보이는 베스트를 더하고 데님 숏 팬츠로 완성한 캐주얼 룩,"#캠퍼스,#남친룩,#벌룬핏,#여름,#캐주얼,#컨버스,#레테르코모,#페넥,#사운즈라이프,#셔츠/블라우스,#백팩,#숏 팬츠,#베스트",https://image.msscdn.net/images/codimap/detail/3999/detail_3999_1_500.jpg?202307132307
137,포멀,모노 톤 활용법,21.02.18,802,3,심플한 니트와 셔츠를 레이어드하고 와이드 핏 슬랙스와 숄더백으로 완성한 포멀 룩,"#봄,#포멀,#로에일,#루에브르,#랩,#링키래버토리,#노이아고,#마뗑킴,#반소매 티셔츠,#셔츠/블라우스,#숄더백,#귀걸이,#슈트 팬츠/슬랙스,#부츠",https://image.msscdn.net/images/codimap/detail/1895/detail_1895_1_500.jpg?202307132307
138,아메리칸 캐주얼,벌룬 팬츠로 완성,21.08.05,"1,842",3,벌룬 핏 코튼 팬츠에 반팔 티셔츠를 스타일링한 후 슬리퍼로 완성한 아메리칸 캐주얼 룩,"#뉴트럴톤,#벌룬핏,#꾸안꾸,#아메카지,#여름,#아메리칸 캐주얼,#버켄스탁,#와일드 브릭스,#벤 데이비스,#유니폼브릿지,#사운즈라이프,#슬리퍼,#숄더백,#잡지/무크지,#셔츠/블라우스,#반소매 티셔츠,#버킷/사파리햇,#코튼 팬츠",https://image.msscdn.net/images/codimap/detail/5239/detail_5239_1_500.jpg?202307132307
139,스포츠,핑크로 발랄하게,21.07.28,"2,494",3,체크 패턴이 돋보이는 수영복에 플립플랍을 더해 완성한 스포츠 룩,"#체크,#수영,#화사한,#파스텔,#폭염,#여름,#스포츠,#골스튜디오,#펄리모어,#노피셜노피스,#오아이오아이,#펀프롬펀,#팔찌,#버킷/사파리햇,#메신저/크로스 백,#크로스백",https://image.msscdn.net/images/codimap/detail/4914/detail_4914_1_500.jpg?202307132307
140,캐주얼,편안함이 두 배!,21.03.29,"20,682",3,편하게 입기 좋은 후드 집업과 스웨트 팬츠로 완성한 이지 캐주얼 룩,"#봄,#캐주얼,#본챔스,#제로,#와릿이즌,#나이키,#레인스,#캡/야구 모자,#트레이닝/조거 팬츠,#안경 소품,#반소매 티셔츠,#긴소매 티셔츠,#후드 집업,#패션스니커즈화,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/2442/detail_2442_1_500.jpg?202307132307
141,캐주얼,봄 나들이 룩,21.03.22,"6,018",3,스트라이프 패턴 카디건에 데님 팬츠를 더하고 볼캡과 스니커즈로 활동성을 더한 캐주얼 룩,"#봄,#캐주얼,#밀리언코르,#키르시,#아디다스,#피버미닛,#레이디 볼륨,#데님 팬츠,#안경,#액자/포스터,#숄더백,#패션스니커즈화,#캡/야구 모자,#카디건,#블루종/MA-1",https://image.msscdn.net/images/codimap/detail/2358/detail_2358_1_500.jpg?202307132307
142,캐주얼,추천 스타일링,21.07.02,"5,083",3,"프린팅이 돋보이는 반팔 티셔츠에 데님 팬츠, 스니커즈를 더해 연출한 캐주얼 룩","#캠퍼스,#꾸안꾸,#와이드핏,#그래픽,#남친룩,#여름,#캐주얼,#포콤마,#프로스펙스,#테이크이지,#예일,#엄브로,#목걸이/펜던트,#패션스니커즈화,#데님 팬츠,#반소매 티셔츠,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/4036/detail_4036_1_500.jpg?202307132307
143,캐주얼,가볍게 즐겨,21.07.02,"2,759",3,컬러 블록이 돋보이는 티셔츠와 스웨트 팬츠를 매치하고 스니커즈로 편안함을 더한 이지 캐주얼 룩,"#모노톤,#톤온톤,#컬러블록,#편안한,#원마일웨어,#여름,#캐주얼,#플레이언,#제로,#아디다스,#리,#헤드폰,#웨이스트 백,#트레이닝/조거 팬츠,#패션스니커즈화,#반소매 티셔츠",https://image.msscdn.net/images/codimap/detail/4039/detail_4039_1_500.jpg?202307132307
144,포멀,미니멀리즘 코디,21.01.29,"6,797",3,"미니멀 무드의 재킷과 코트를 레이어드하고 슬랙스, 스니커즈로 깔끔하게 마무리한 세미 포멀 룩","#겨울,#포멀,#무신사 스탠다드,#벨트,#슈트 팬츠/슬랙스,#안경 소품,#디퓨저/캔들,#블루종/MA-1,#버킷/사파리햇,#반소매 티셔츠,#니트/스웨터,#샌들,#겨울 기타 코트,#디지털,#페도라,#캔버스/단화",https://image.msscdn.net/images/codimap/detail/1642/detail_1642_1_500.jpg?202307132307
145,스트릿,힙하게 마무리,21.02.09,"4,064",3,그래픽이 돋보이는 스웨트셔츠에 나일론 재킷과 조거 팬츠를 코디하고 스니커즈로 포인트를 준 스트릿 룩,"#봄,#스트릿,#디스이즈네버댓,#이벳필드,#트레이닝 재킷,#기타 시계,#캡/야구 모자,#트레이닝/조거 팬츠,#목걸이/펜던트,#맨투맨/스웨트셔츠",https://image.msscdn.net/images/codimap/detail/1804/detail_1804_1_500.jpg?202307132307
146,캐주얼,편하게 꾸며,21.06.28,"4,171",3,프린팅 티셔츠와 데님 팬츠를 매치하고 메신저 백으로 포인트를 준 캐주얼 룩,"#캐릭터,#그래픽,#와이드핏,#꾸안꾸,#캠퍼스,#여름,#캐주얼,#모 스포츠,#피지컬 에듀케이션 디파트먼트,#마하그리드,#토피,#누깍,#슬리퍼,#반소매 티셔츠,#캡/야구 모자,#데님 팬츠,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/3939/detail_3939_1_500.jpg?202307132307
147,캐주얼,빈티지 무드,20.11.02,"6,869",3,올리브 컬러의 숏 패딩에 밝은 스웨트셔츠를 매치하고 스웨이드 첼시 부츠로 완성한 캐주얼 룩,"#가을,#캐주얼,#피렌체 아뜨리에,#커버낫,#티메이커,#케이엔드,#부츠",https://image.msscdn.net/images/codimap/detail/380/detail_380_1_500.jpg?202307132307
148,걸리시,심쿵 포인트,21.06.16,"2,370",3,체크 크롭 티셔츠와 미니스커트로 완성한 걸리시 룩,"#체크,#짧치,#하이틴룩,#크롭,#여름,#걸리시,#리플라,#5252 바이 오아이오아이,#애노드레브,#루이본,#네스티팬시클럽,#구두,#미니스커트,#메신저/크로스 백,#크로스백,#헤어 액세서리",https://image.msscdn.net/images/codimap/detail/3754/detail_3754_1_500.jpg?202307132307
149,걸리시,프레피 룩의 정석,20.11.02,"3,253",3,간결한 실루엣이 돋보이는 블레이저와 미니스커트를 매치하고 아가일 패턴의 베스트로 포인트를 더한 걸리시 룩,"#가을,#걸리시,#무신사 스탠다드,#닥터마틴,#엔오르,#하이스쿨디스코,#로에일,#양말,#목걸이/펜던트,#구두,#미니스커트,#셔츠/블라우스",https://image.msscdn.net/images/codimap/detail/392/detail_392_1_500.jpg?202307132307
150,캐주얼,캠퍼스 룩 추천,21.06.24,"2,003",3,그래픽이 돋보이는 티셔츠에 데님 팬츠를 매치하고 옐로 컬러 스니커즈로 포인트를 더한 캐주얼 룩,"#오버핏,#캠퍼스,#컬러포인트,#그래픽,#남친룩,#여름,#캐주얼,#커버낫,#유니폼브릿지,#리끌로우,#캐치볼,#엘엠씨,#백팩,#숏 팬츠,#선글라스,#안경,#캔버스/단화,#반소매 티셔츠",https://image.msscdn.net/images/codimap/detail/3887/detail_3887_1_500.jpg?202307132307
151,댄디,멋짐의 비결,21.07.01,"1,538",3,미니멀 무드의 반팔 티셔츠와 슬랙스를 코디하고 백팩을 더해 완성한 댄디 룩,"#모노톤,#미니멀,#레더,#톤온톤,#여름,#댄디,#데몬에이드,#인사일런스,#알레타 샌들,#코드,#빈트릴,#백팩,#반소매 티셔츠,#샌들,#슈트 팬츠/슬랙스,#선글라스",https://image.msscdn.net/images/codimap/detail/3991/detail_3991_1_500.jpg?202307132307
152,캐주얼,끌리는 뒤태,21.07.01,"1,292",3,뒷면 그래픽 프린팅이 돋보이는 티셔츠와 데님 팬츠를 매치하고 백팩으로 마무리한 캐주얼 룩,"#그래픽,#와이드핏,#로고플레이,#캠퍼스,#남친룩,#꾸안꾸,#여름,#캐주얼,#커버낫,#에가든,#노드 아카이브,#후딩스,#백팩,#시계 용품,#데님 팬츠",https://image.msscdn.net/images/codimap/detail/3992/detail_3992_1_500.jpg?202307132307
153,캐주얼,톤온톤 좋아,21.03.09,"5,956",3,베이지 컬러의 트러커 재킷에 아이보리 진을 매치한 후 같은 톤의 볼캡으로 마무리한 캐주얼 룩,"#봄,#캐주얼,#무신사 스탠다드,#와르,#커스텀어클락,#마우,#마하그리드,#틀영,#반소매 티셔츠,#긴소매 티셔츠,#코튼 팬츠,#안경 소품,#카디건,#캔버스/단화,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/2161/detail_2161_1_500.jpg?202307132307
154,로맨틱,화사한 데이트 룩,21.06.15,"1,789",3,크롭 슬리브리스에 밴딩 스커트를 코디하고 옐로 컬러 숄더백으로 완성한 로맨틱 룩,"#크롭,#파스텔,#화사한,#데이트,#우아한,#여름,#로맨틱,#메이엘듀,#오디너리홀리데이,#코이무이,#듀이데저트,#블로퍼,#미디스커트,#니트/스웨터,#숄더백,#귀걸이",https://image.msscdn.net/images/codimap/detail/3737/detail_3737_1_500.jpg?202307132307
155,로맨틱,옐로 활용법,21.03.17,651,3,리본 디테일이 돋보이는 원피스에 카디건을 매치하고 옐로 컬러 레더 아이템으로 포인트를 더한 로맨틱 룩,"#봄,#로맨틱,#마뗑킴,#포스트루드,#닉앤니콜,#이스트인디고,#메신저/크로스 백,#부츠,#목걸이/펜던트,#긴소매 티셔츠,#맥시 원피스",https://image.msscdn.net/images/codimap/detail/2293/detail_2293_1_500.jpg?202307132307
156,포멀,트렌디한 느낌,21.07.02,"3,406",3,그린 컬러 니트에 슬랙스를 매치하고 브리프케이스로 마무리한 포멀 룩,"#톤온톤,#단정한,#출근룩,#뉴트럴톤,#미니멀,#여름,#포멀,#로렌스폴,#쌤소나이트 레드,#라이크썸모어,#어반드레스,#브아빗,#안경,#브리프케이스,#구두,#니트/스웨터,#슈트 팬츠/슬랙스",https://image.msscdn.net/images/codimap/detail/4038/detail_4038_1_500.jpg?202307132307
157,캐주얼,그린 컬러 포인트,20.10.30,"3,139",3,"네이비 컬러 코트에 카디건을 스타일링하고 데님 팬츠, 스니커즈로 완성한 캐주얼 룩","#가을,#캐주얼,#조셉앤스테이시,#엠엘비,#블러1.0,#컨버스,#오아이오아이,#에코백,#기타 컬처,#캡/야구 모자,#디지털,#캔버스/단화,#데님 팬츠,#카디건",https://image.msscdn.net/images/codimap/detail/365/detail_365_1_500.jpg?202307132307
158,캐주얼,올 블랙 매력,21.08.10,"1,800",3,그래픽이 돋보이는 반팔 티셔츠에 데님 팬츠를 매치하고 숄더백으로 마무리한 캐주얼 룩,"#그래픽,#올블랙,#남친룩,#플라워,#여름,#캐주얼,#마크-4,#오더아카이브,#에칸,#헌터,#메종미네드,#팔찌,#데님 팬츠,#안경 소품,#샌들,#토트백,#반소매 티셔츠",https://image.msscdn.net/images/codimap/detail/5399/detail_5399_1_500.jpg?202307132307
159,캐주얼,블루 포인트,21.07.09,"7,246",3,오버 핏 티셔츠에 조거 팬츠를 매치하고 로고가 돋보이는 에코백으로 완성한 이지 캐주얼 룩,"#편안한,#원마일웨어,#오버핏,#로고플레이,#에코,#여름,#캐주얼,#제멋,#엠엘비,#마리떼,#제로,#컨버스,#셔츠/블라우스,#반소매 티셔츠,#캡/야구 모자,#에코백,#트레이닝/조거 팬츠",https://image.msscdn.net/images/codimap/detail/4289/detail_4289_1_500.jpg?202307132307
160,걸리시,프레피 무드,20.11.09,"1,052",3,선명한 블루 컬러가 돋보이는 니트와 체크 스커트를 매치하고 스니커즈로 마무리한 걸리시 룩,"#가을,#걸리시,#본챔스,#라코스테,#언에디트,#배디,#휠라,#미쏘,#미니스커트,#양말,#기타 아우터,#숄더백,#패션스니커즈화,#니트/스웨터",https://image.msscdn.net/images/codimap/detail/500/detail_500_1_500.jpg?202307132307
161,캐주얼,상큼한 조합,21.07.09,"4,497",3,로고 디테일이 돋보이는 반팔 티셔츠에 데님 스커트를 더하고 체크 패턴 스니커즈로 완성한 캐주얼 룩,"#체크,#로고플레이,#캠퍼스,#꾸안꾸,#화사한,#오버핏,#여름,#캐주얼,#아카이브앱크,#반스,#펄리모어,#키르시,#어커버,#숄더백,#캔버스/단화,#팔찌,#롱스커트",https://image.msscdn.net/images/codimap/detail/4307/detail_4307_1_500.jpg?202307132307
162,아메리칸 캐주얼,멋진 아메카지 룩,21.07.16,"5,560",3,자수가 포인트인 베스트에 벌룬 팬츠를 매치하고 메신저 백으로 멋을 더한 아메리칸 캐주얼 룩,"#아메카지,#벌룬핏,#뉴트럴톤,#여름,#아메리칸 캐주얼,#모노노,#리끌로우,#사운즈라이프,#퍼스텝,#비욘드클로젯,#메신저/크로스 백,#안경,#코튼 팬츠,#셔츠/블라우스,#베스트",https://image.msscdn.net/images/codimap/detail/4552/detail_4552_1_500.jpg?202307132307
163,스트릿,확실한 포인트,21.03.23,"1,745",3,유니크한 디자인의 카디건과 와이드 팬츠로 연출한 스트릿 룩,"#봄,#스트릿,#5252 바이 오아이오아이,#오찌,#에잇세컨즈,#네스티팬시클럽,#메신저/크로스 백,#기타 컬처,#기타 신발,#버킷/사파리햇,#카디건,#코튼 팬츠",https://image.msscdn.net/images/codimap/detail/2373/detail_2373_1_500.jpg?202307132307
164,캐주얼,옐로 컬러 포인트,21.03.18,"4,548",3,로고 프린팅이 돋보이는 스웨트셔츠와 스웨트 팬츠를 매치하고 옐로 컬러의 볼캡으로 포인트를 준 캐주얼 룩,"#봄,#캐주얼,#어나더브릿지,#엘라고,#5252 바이 오아이오아이,#시눈,#레이디 볼륨,#나이키,#선글라스,#케이스/슬리브,#캡/야구 모자,#트레이닝/조거 팬츠,#패션스니커즈화",https://image.msscdn.net/images/codimap/detail/2314/detail_2314_1_500.jpg?202307132307
165,걸리시,산뜻한 조합,21.06.25,"2,333",3,그린 컬러의 원피스에 니트 버킷햇과 메리제인 슈즈를 더해 완성한 걸리시 룩,"#화사한,#피크닉,#체크,#뉴트럴톤,#여름,#걸리시,#무신사 스탠다드,#다이애그널,#아카이브앱크,#시티브리즈,#빅토리아 슈즈,#양말,#목걸이/펜던트,#버킷/사파리햇,#숄더백,#미니 원피스,#힐/펌프스",https://image.msscdn.net/images/codimap/detail/3914/detail_3914_1_500.jpg?202307132307
166,캐주얼,미니멀한 조합,21.06.25,"3,002",3,반팔 티셔츠에 베스트를 레이어드하고 블랙 컬러 숏 팬츠와 타비 스니커즈로 연출한 미니멀 캐주얼 룩,"#미니멀,#모노톤,#남친룩,#레이어드룩,#여름,#캐주얼,#메종 마르지엘라,#아페쎄,#쿠어,#파우치 백,#베스트,#버킷/사파리햇",https://image.msscdn.net/images/codimap/detail/3901/detail_3901_1_500.jpg?202307132307
